URL Reel	Gancho (primera frase) – la primera línea del video	Nicho	Cantidad de visualizaciones	Nombre de la cuenta	Fecha 	sector
https://www.instagram.com/reel/DLhxVUIsGSj/?utm_source=ig_web_copy_link	Madurar es darte cuenta de que MyFitnessPal es el diablo	Fitness	1 millón	living_and_lexi	30 de junio de 2025	Fitness
https://www.instagram.com/reel/DJxHJkqywb_/?utm_source=ig_web_copy_link	El efecto secundario de ser adicto al gym del que nadie habla...	Fitness	4,4 millones	lil.momma.lifts	18 de mayo	Fitness
https://www.instagram.com/reel/DK-bGBUOvey/?utm_source=ig_web_copy_link	Empezando a caminar en inclinación durante una hora cada día en las últimas 3 semanas y aquí está mi mini progreso	Fitness	1,6 millones	eliannyisflourishing	17 de junio	Fitness
https://www.instagram.com/reel/DNOdOM-ONDs/?utm_source=ig_web_copy_link	Viendo mi progreso con mi ropa >>>	Fitness	1,1 millones	eliannyisflourishing	12 de agosto	Fitness
https://www.instagram.com/reel/DKpXYw8Rvo7/?utm_source=ig_web_copy_link	Queremos enviarte un set gratis	Fitness	1,9 millones	firsthealthapparel	8 de junio de 2025	Fitness
https://www.instagram.com/reel/DF-tZ67Rv6t/?utm_source=ig_web_copy_link	Vi a alguien hacer esto y mi niño interior tuvo que intentarlo	Fitness	5,4 millones	caitlin.kinsman	12 de febrero	Fitness
https://www.instagram.com/reel/C6OpDdeOyb5/?utm_source=ig_web_copy_link	EN VEZ DE USAR LA CINTA PARA PERDER PESO...	Fitness	3,8 millones	officialvincentbiffle	26 de abril	Fitness
https://www.instagram.com/reel/DKLTG5_y-PZ/?utm_source=ig_web_copy_link	“Soy demasiado alto y no puedo ganar músculo”	Fitness	7,8 millones	brianwallack	28 de mayo de 2025	Fitness
https://www.instagram.com/reel/DAJGvGcRtAp/?utm_source=ig_web_copy_link	POV: quieres abdominales	Fitness	2 millones	kailen_fit	20 de septiembre	Fitness
https://www.instagram.com/reel/DHzOicuR6YY/?utm_source=ig_web_copy_link	Destruyendo mi cuerpo en el gym para poder vestirme como .......	Fitness	12 millones	alexiswaters_	30 de marzo de 2025	Fitness
https://www.instagram.com/reel/DKH-PV5Ao0m/?utm_source=ig_web_copy_link	¿Por qué nadie me dijo que esto era tan adictivo?	Fitness	2,6 millones	mandi.bagley	26 de mayo de 2025	Fitness
https://www.instagram.com/reel/DC1huweInQ6/?utm_source=ig_web_copy_link	Cómo creo que me veo cuando hago cardio	Fitness	2,5 millones	georgie.rose.1	26 de noviembre	Fitness
https://www.instagram.com/reel/DJ94FILq6Lf/?utm_source=ig_web_copy_link	“¿Cómo consigo una cintura marcada?”	Fitness	2,3 millones	riti.vats	23 de mayo	Fitness
https://www.instagram.com/reel/DKmUGVSRBP0/?utm_source=ig_web_copy_link	Si tuviera que elegir las dos actividades más importantes para transformar tu cuerpo después de los 50, siempre recomendaría estas:	Fitness	3,1 millones	wondwellness	7 de junio de 2025	Fitness
https://www.instagram.com/reel/DMpULSaJ7xJ/?utm_source=ig_web_copy_link	Desapareciste 2 años y publicaste una historia	Fitness	7,2 millones	barbiestobarbells	28 de julio de 2025	Fitness
https://www.instagram.com/reel/DJFZcBXtw_4/?utm_source=ig_web_copy_link	Mírame quemarle los hombros a mi novio con mis “pesitas”	Fitness	9,4 millones	barrebyemma	1 de mayo de 2025	Fitness
https://www.instagram.com/reel/DLfHwtrsROH/?utm_source=ig_web_copy_link	Le mostré a mi novio mi rutina de abs y ahora es todo lo que quiere hacer	Fitness	7,5 millones	laura.roskein	29 de junio de 2025	Fitness
https://www.instagram.com/reel/DL1ASqEvCJB/?utm_source=ig_web_copy_link	Yo diciéndoles por la vez #110 que si quieres una cintura marcada, esculpir tus brazos y crecer tus glúteos, no puedes dejar de hacer combos	Fitness	3,6 millones	dr.robinb	8 de julio de 2025	Fitness
https://www.instagram.com/reel/DGhGCRsujWs/?utm_source=ig_web_copy_link	EL MEJOR CONSTRUCTOR DE CUÁDRICEPS Y GLÚTEOS QUE NO ESTÁS HACIENDO	Fitness	2,8 millones	juddlienhard	26 de febrero de 2025	Fitness
https://www.instagram.com/reel/DIb0w3Ng8wA/?utm_source=ig_web_copy_link	¿Sabías que estos...	Fitness	3,2 millones	rauvesuave	14 de abril de 2025	Fitness
https://www.instagram.com/reel/DMp-xFWsh1i/?utm_source=ig_web_copy_link	Dejaste de entrenar piernas como un fisicoculturista	Fitness	1,9 millones	joe.mc.mahan	28 de julio	Fitness
https://www.instagram.com/reel/DLKzF9zRwYt/?utm_source=ig_web_copy_link	Este ÚNICO ejercicio...	Fitness	3 millones	alexia_clark	21 de junio de 2025	Fitness
https://www.instagram.com/reel/DLk3cI0SwaR/?utm_source=ig_web_copy_link	Empecé a hacer ROLS con postura amplia	Fitness	2,1 millones	sayehfit	1 de julio	Fitness
https://www.instagram.com/reel/DLaCnuQMmrO/?utm_source=ig_web_copy_link	CUERPO COMPLETO CON MANCUERNAS	Fitness	2,8 millones	fernandashaw_	27 de junio	Fitness
https://www.instagram.com/reel/DKo0qquIpCj/?utm_source=ig_web_copy_link	El *ÚNICO* entrenamiento full body que necesitas (45 min)	Fitness	2,5 millones	shairamaecabrera_	8 de junio de 2025	Fitness
https://www.instagram.com/reel/C9gvf_2S0Dc/?utm_source=ig_web_copy_link	Rutina de tríceps	Fitness	1 millón	vernfelicia	17 de julio	Fitness
https://www.instagram.com/reel/DMy1yoItog2/?utm_source=ig_web_copy_link	Tomándome en serio esos 2–3 minutos de descanso entre series	Fitness	2,4 millones	msdumpling_	1 de agosto	Fitness
https://www.instagram.com/reel/DKtB_ARRb-x/?utm_source=ig_web_copy_link	“Solo tengo 45 min para entrenar glúteos”	Fitness	1,4 millones	shelbyrobinss	10 de junio de 2025	Fitness
https://www.instagram.com/reel/DHYEP1nxtYM/?utm_source=ig_web_copy_link	“Quiero tonificar mi core pero no sé qué hacer”	Fitness	2,9 millones	eluht	19 de marzo	Fitness
https://www.instagram.com/reel/DM3Y-27yJ79/?utm_source=ig_web_copy_link	Ejercicios combinados que de verdad quieres hacer	Fitness	6,2 millones	katieneeson	3 de agosto de 2025	Fitness
https://www.instagram.com/reel/DAvg8NAyYHq/?utm_source=ig_web_copy_link	ENTRENAMIENTO DE CUERPO COMPLETO	Fitness	1,7 millones	eluht	5 de octubre	Fitness
https://www.instagram.com/reel/DCz1h0xM3X1/?utm_source=ig_web_copy_link	Rutina de glúteos solo con mancuernas	Fitness	12,6 millones	leila_rodriguezreal	26 de noviembre	Fitness
https://www.instagram.com/reel/DKwnDJCADIH/?utm_source=ig_web_copy_link	RETO 400 ABS	Fitness	13,5 millones	stillworking1003	11 de junio de 2025	Fitness
https://www.instagram.com/reel/DIhKrPlOyZB/?utm_source=ig_web_copy_link	¿Quieres hombros fuertes y definidos?	Fitness	1,5 millones	caraloren	16 de abril	Fitness
https://www.instagram.com/reel/DMnpSA2p0K4/?utm_source=ig_web_copy_link	Haz este entrenamiento full body de 30 min	Fitness	1 millón	bengleasonn	27 de julio	Fitness
https://www.instagram.com/reel/DKnr30pPIYF/?utm_source=ig_web_copy_link	Tu cuerpo no está roto, solo necesitas calentar	Fitness	2,1 millones	oj__fit	8 de junio	Fitness
https://www.instagram.com/reel/DJ7eAjtTQd3/?utm_source=ig_web_copy_link	Un ejercicio de glúteos que hizo que los míos se activaran	Fitness	1,1 millones	_hannahpearson_	22 de mayo de 2025	Fitness
https://www.instagram.com/reel/DLxeQozuqqN/?utm_source=ig_web_copy_link	POV: cuando me di cuenta de que el método 10-10-10 es la razón por la que mis glúteos se duplicaron en pocas semanas	Fitness	2,4 millones	fitbless50	6 de julio	Fitness
https://www.instagram.com/reel/DKa1-cJtTXb/?utm_source=ig_web_copy_link	Haz ESTO en vez de correr	Fitness	4,2 millones	mackenziewells.fit	3 de junio	Fitness
https://www.instagram.com/reel/DKVSYgAhtkI/?utm_source=ig_web_copy_link	Bebé, todo lo que necesitas son 2 mancuernas y 30–45 min con mi método de fuerza x pilates. Dame 6 semanas. ¿Te animas?	Fitness	6,6 millones	justtcocoo	1 de junio	Fitness
https://www.instagram.com/reel/DKu2ptjuvWL/?utm_source=ig_web_copy_link	¿Cómo quemo grasa abdominal a los cincuenta y siete?	Fitness	4,5 millones	theresa_moloney	11 de junio de 2025	Fitness
https://www.instagram.com/reel/DMQPeB5OUVa/?utm_source=ig_web_copy_link	3 MINUTOS DE HIIT FULL BODY	Fitness	7,5 millones	arielyu.fit	18 de julio de 2025	Fitness
https://www.instagram.com/reel/DKc5e5RBxU1/?utm_source=ig_web_copy_link	RUTINA DE PIERNAS TABATA	Fitness	3,4 millones	coach.bliss_	4 de junio	Fitness
https://www.instagram.com/reel/DD_EsN2ulmL/?utm_source=ig_web_copy_link	Conoce la diferencia	Fitness	2,3 millones	iwillgetlean	25 de diciembre	Fitness
https://www.instagram.com/reel/DKH-PV5Ao0m/?utm_source=ig_web_copy_link	¿Por qué nadie me dijo que esto era tan adictivo?	Fitness	2,6 millones	mandi.bagley	26 de mayo	Fitness
https://www.instagram.com/reel/DC1huweInQ6/?utm_source=ig_web_copy_link	Cómo creo que me veo cuando hago cardio	Fitness	2,5 millones	georgie.rose.1	26 de noviembre	Fitness
https://www.instagram.com/reel/C-VyKpByX88/?utm_source=ig_web_copy_link	POV: aprendiste que solo 20 minutos de caminata en inclinación después de entrenar transforman tu cuerpo	Fitness	3,5 millones	cam.montgomery1	7 de agosto de 2024	Fitness
https://www.instagram.com/reel/DJxBekLS2if/?utm_source=ig_web_copy_link	POV: tu core es roca sólida después de este circuito	Fitness	1,2 millones	sayehfit	18 de mayo	Fitness
https://www.instagram.com/reel/Cnw5rApI1lZ/?utm_source=ig_web_copy_link	La razón por la que no tienes six pack	Fitness	2,4 millones	klam.fit	23 de enero	Fitness
https://www.instagram.com/reel/DEqbO_5xy1D/?utm_source=ig_web_copy_link	Hacer RDL en la pared perfecciona tu forma	Fitness	1,4 millones	bodiedbyasiag	11 de enero	Fitness
https://www.instagram.com/reel/DK7BOIeIDmX/?utm_source=ig_web_copy_link	Una fase del gym que recomiendo saltarse...	Fitness	1,6 millones	abz.singh_	15 de junio	Fitness
https://www.instagram.com/reel/DKXnJElAH06/?utm_source=ig_web_copy_link	3 ejercicios para crecer bíceps más anchos	Fitness	2,3 millones	hussein.fht	1 de junio	Fitness
https://www.instagram.com/reel/DLGnPM4PfAr/?utm_source=ig_web_copy_link	Hoy me enteré de que...	Fitness	2,3 millones	sayehfit	20 de junio	Fitness
https://www.instagram.com/reel/CZnl5juDtMj/?utm_source=ig_web_copy_link	Cosas que desearía haber sabido antes de empezar a levantar...	Fitness	27,5 millones	fitnessnib	6 de febrero de 2022	Fitness
https://www.instagram.com/reel/DCP6IPOSeCP/?utm_source=ig_web_copy_link	HAZ ESTO 2 MINUTOS POR 5 RONDAS	Fitness	8,3 millones	worthyfitrob	12 de noviembre de 2024	Fitness
https://www.instagram.com/reel/DJ7BOpioe79/?utm_source=ig_web_copy_link	Haz esto para abdominales	Fitness	3,2 millones	bitafitt	21 de mayo	Fitness
https://www.instagram.com/reel/DD_rSKYqN2i/?utm_source=ig_web_copy_link	Cardio completo para bajar de peso – Pierde 10 kg en 30 días	Fitness	1,9 millones	fitness_girl_pooja	25 de diciembre	Fitness
https://www.instagram.com/reel/DKu8gdfyN7l/?utm_source=ig_web_copy_link	Hay quienes van al gym solo para subir historias	Fitness	7 millones	joseph.em1	11 de junio de 2025	Fitness
https://www.instagram.com/reel/DGl6zNTx13z/?utm_source=ig_web_copy_link	Cómo acercarte a tu crush del gym	Fitness	32,5 millones	tyrgojym	28 de febrero	Fitness
https://www.instagram.com/reel/DK-Pf5uRsbh/?utm_source=ig_web_copy_link	Cuando fuiste demasiado extrovertido en el gym y ahora tienes que saludar a 20 personas antes de cada entrenamiento	Fitness	5 millones	carlosfcm_	16 de junio	Fitness
https://www.instagram.com/reel/DKA4LbaJdMt/?utm_source=ig_web_copy_link	Cuando todos en el gym piensan que solo estoy sentado en la bici pero obviamente voy cuesta abajo	Fitness	24,8 millones	vallitfit	24 de mayo	Fitness
https://www.instagram.com/reel/DKZ1669tN9K/?utm_source=ig_web_copy_link	“Jaja, está usando la barra sin peso”	Fitness	5,7 millones	lupitaa.17	2 de junio de 2025	Fitness
https://www.instagram.com/reel/DI7c7XwheiM/?utm_source=ig_web_copy_link	Cómo se siente la vida cuando tengo que crear mis propios bíceps para dormir porque soy una chica romántica en un mundo de cultura de hookups	Fitness	1,6 millones	angeliquestalker	27 de abril de 2025	Fitness
https://www.instagram.com/reel/DKux5cXxhmB/?utm_source=ig_web_copy_link	La espalda en cuestión	Fitness	1,4 millones	6ekah	17 de junio de 2025	Fitness
https://www.instagram.com/reel/DIA8wjXSjcB/?utm_source=ig_web_copy_link	NUNCA SE TRATÓ DEL MÚSCULO.	Fitness	1,4 millones	peakathletee	4 de abril	Fitness
https://www.instagram.com/reel/DJhZG-xxinJ/?utm_source=ig_web_copy_link	Pasando de un gym comercial a uno old school	Fitness	19,4 millones	grw_fitness	11 de mayo de 2025	Fitness
https://www.instagram.com/reel/DKz0RhjuT4o/?utm_source=ig_web_copy_link	Me di vuelta un segundo...	Fitness	5,7 millones	kavithaageorge	12 de junio de 2025	Fitness
https://www.instagram.com/reel/DMCVh0XJ85L/?utm_source=ig_web_copy_link	De dominadas con peso corporal a	Fitness	6,9 millones	strengthwithsaan	13 de julio	Fitness
https://www.instagram.com/reel/DMQUJn_oerc/?utm_source=ig_web_copy_link	Originalmente quería hacer abs pero la máquina decidió otra cosa...	Fitness	9,9 millones	nihad_sdt	18 de julio	Fitness
https://www.instagram.com/reel/DK7zxiRxqIu/?utm_source=ig_web_copy_link	Vos y tu papá se mantuvieron firmes 5 años después	Fitness	16,9 millones	tyrounsaville1	16 de junio	Fitness
https://www.instagram.com/reel/DMAmwFjP7D4/?utm_source=ig_web_copy_link	Los hombres serán hombres	Fitness	41,9 millones	singh.suraj1910	12 de julio	Fitness
https://www.instagram.com/reel/DLqEGH6Rh1f/?utm_source=ig_web_copy_link	Llevando a mi prometida por mi rutina de abs	Fitness	7,1 millones	cassidy__t	4 de julio de 2025	Fitness
https://www.instagram.com/reel/DI4o-RWS0eX/?utm_source=ig_web_copy_link	Cómo se siente la vida cuando te pudrís en la cama haciendo doomscrolling pero al menos fuiste al gym, así que fue productivo	Fitness	1,6 millones	carlosfcm_	26 de abril de 2025	Fitness
https://www.instagram.com/reel/DI9FzO5NaJQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==	COMPLEJO DE BARRA DE 300 REPETICIONES	Fitness	2 millones	starboy_camair	27 de abril de 2025	Fitness
https://www.instagram.com/reel/DLeaS-Yuj5D/?utm_source=ig_web_copy_link	Mi futuro esposo probablemente está en el gym, tatuado como bolsa de Chipotle, todo de negro, rey tranquilo para sí mismo, luchando por su vida en press de banca	Fitness	1,9 millones	_.shanale._	29 de junio	Fitness
https://www.instagram.com/reel/DL8LC93OMQT/?utm_source=ig_web_copy_link	“ESTO ES IA”	Fitness	8,5 millones	bjarnson_fitness	11 de julio	Fitness
https://www.instagram.com/reel/DM-vkUTuHtN/?utm_source=ig_web_copy_link	“El pollo es la mejor fuente de proteína”	Fitness	7,3 millones	rdajaniii	6 de agosto	Fitness
https://www.instagram.com/reel/DKZ-Y92OQmy/?utm_source=ig_web_copy_link	“Oye, ¿qué haces después del gym?”	Fitness	1,2 millones	liftlifeadam	2 de junio	Fitness
https://www.instagram.com/reel/DKOjJrdPMJL/?utm_source=ig_web_copy_link	Luchando por la vida para levantar el peso	Fitness	4,8 millones	about.riyaaa	29 de mayo de 2025	Fitness
https://www.instagram.com/reel/DIjHOBxRnDa/?utm_source=ig_web_copy_link	POV: estás entrenando piernas y recuerdas que tenés libre albedrío	Fitness	3,6 millones	carlosfcm_	17 de abril	Fitness
https://www.instagram.com/reel/DGqQaYhSWIM/?utm_source=ig_web_copy_link	Y de repente empieza a aparecer en todos lados...!!!	Fitness	1,5 millones	ketanfitness22	1 de marzo	Fitness
https://www.instagram.com/reel/DKDxRgTpK3T/?utm_source=ig_web_copy_link	“Qué suerte que bajaste de peso”	Fitness	5,1 millones	transformwitheli	25 de mayo	Fitness
https://www.instagram.com/reel/DL3YEoqSddj/?utm_source=ig_web_copy_link	yo con 160 libras:	Fitness	7,9 millones	kayfittt_	9 de julio de 2025	Fitness
https://www.instagram.com/reel/C9IZ71HRW0_/?utm_source=ig_web_copy_link	cuando tu crush del gym empieza a hacer repeticiones con tu peso corporal	Fitness	33,7 millones	tanner_moradi	7 de julio	Fitness
https://www.instagram.com/reel/DM-8VyDRsLH/?utm_source=ig_web_copy_link	De agosto a diciembre serán meses que cambien la vida	Fitness	7 millones	whatever.it_t8kes	5 de agosto	Fitness
https://www.instagram.com/reel/DJ_RFCSgthK/?utm_source=ig_web_copy_link	Madurar es darte cuenta de que no tenés que limpiar tu nombre todo el tiempo; dejalos creer mentiras. Al final, el tiempo dirá	Fitness	4,9 millones	eidorian.og	23 de mayo	Fitness
https://www.instagram.com/reel/DKHRdHJsk5x/?utm_source=ig_web_copy_link	EL TRUCO DE CARDIO PARA PERDER 7 kg DE GRASA MÁS RÁPIDO SIN SIQUIERA CORRER	Fitness	3,5 millones	josiahtsg	26 de mayo	Fitness
https://www.instagram.com/reel/C-avraJutpD/?utm_source=ig_web_copy_link	POV: te das cuenta de que estás viviendo lo que antes pedías en oración	Fitness	21,7 millones	mfiatsi	8 de agosto de 2024	Fitness
https://www.instagram.com/reel/DKPypBTPYqP/?utm_source=ig_web_copy_link	CONOCE LA DIFERENCIA	Fitness	12,1 millones	maiahenryfit	29 de mayo	Fitness
https://www.instagram.com/reel/DFS-OF0IvKh/?utm_source=ig_web_copy_link	“Quiero ser chica fit en 2025 pero no tengo idea de qué hacer en el gym”	Fitness	1,9 millones	victoria_hammerich	26 de enero de 2025	Fitness
https://www.instagram.com/reel/DFbbmCNuqhk/?utm_source=ig_web_copy_link	Me tomó 5 años aprender esto, pero te lo enseño en 10 segundos	Fitness	16,5 millones	maxwcooper	30 de enero	Fitness
https://www.instagram.com/reel/DJz8xMEBiv0/?utm_source=ig_web_copy_link	“Qué suerte que puedes hacer flexiones”	Fitness	2,9 millones	lilbignanc.fit	19 de mayo	Fitness
https://www.instagram.com/reel/DNCtVkOOf_t/?utm_source=ig_web_copy_link	Amiga, solo necesitás 2 mancuernas, 1 mat y mi método de fuerza x pilates para ponerte en la mejor forma de tu vida	Fitness	6,3 millones	justtcocoo	7 de agosto	Fitness
https://www.instagram.com/reel/DGWCfwURUFr/?utm_source=ig_web_copy_link	Tren superior (Principiante)	Fitness	3,2 millones	minelly_minelia	21 de febrero de 2025	Fitness
https://www.instagram.com/reel/DJP9E0kSHdu/?utm_source=ig_web_copy_link	Mis glúteos se duplicaron cuando empecé a hacer este superset	Fitness	3,8 millones	sayehfit	5 de mayo	Fitness
https://www.instagram.com/reel/DMcq8kMI9vk/?utm_source=ig_web_copy_link	Ir al gym + veces por semana de forma consistente durante los últimos 7 meses	Fitness	1,3 millones	sillylittlestarcharts	23 de julio de 2025	Fitness
https://www.instagram.com/reel/DNb1LARuFMK/?utm_source=ig_web_copy_link	LA FLEXIÓN MÁS DIFÍCIL DEL MUNDO	Fitness	1,8 millones	coach.bluee	hace 3 días	Fitness
https://www.instagram.com/reel/DL70Ib4x9DX/?utm_source=ig_web_copy_link	POV encontraste tus cosas favoritas para entrenar	Fitness	1,7 millones	hunterelam	10 de julio	Fitness
https://www.instagram.com/reel/DI_umHAOyv8/?utm_source=ig_web_copy_link	“No tenés que entrenar así”	Fitness	1,8 millones	fitnesswithxiomara	28 de abril de 2025	Fitness
https://www.instagram.com/reel/C8Dgmy2OmLN/?utm_source=ig_web_copy_link	LO MEJOR QUE NUNCA HAS HECHO	Fitness	1,4 millones	juddlienhard	11 de junio	Fitness
https://www.instagram.com/reel/DMvJWeGOmsK/?utm_source=ig_web_copy_link	“¿DEBERÍA ENTRENAR ABDOMINALES CON PESO?”	Fitness	17,2 millones	bjarnson_fitness	30 de julio	Fitness
